date,name,favorite,breakfast,prepare,body,happy,,,,
9-28-2014_12:31:42,sean,nature,kale smoothie,blended with pineapple,eyes,laughed,,,,
9-28-2014_12:33:46,sasha,movies,yogurt and fruit,chop the fruit,my hair,smiled,,,,
9-28-2014_12:36:11,Sophia,Gymnastics,Cereal,with a bowl and milk,MY head,Laughed,,,,
9-28-2014_12:38:46,jade,painting,bread and tea,make tea and grab bread,my eyes,biking,,,,
9-28-2014_12:41:6,Mimi,having time to play,bread,with nutella,legs,hanging out with frinds,,,,
9-28-2014_12:42:54,Kaitlyn,eating,toast,with a toaster,my hair,spending time with soobeom,,,,
9-28-2014_12:46:39,Mircea,playing,cereal,add milk in a bowl,my hands,I laughed,,,,
9-28-2014_12:50:0,Katie,playing pretend,eggs,the stove,my vocal chords,I danced and then fell on my face,,,,
9-28-2014_12:53:2,annie,candy,eggs,scrambled,face,ate icecream,,,,
9-28-2014_12:55:14,bhuvna,my bicycle,black coffee,with water ,my hair,drank a beer with friends,,,,
9-28-2014_12:57:1,Sharon,My bear,Holly,Eggs,Sunny Side Up,My smile,Walked my dog,,,
9-28-2014_12:59:30,dalya,american girl dolls,pancakes,microwave,hair,walk my dog,,,,
9-28-2014_13:1:44,ava,drawing,bagel,toaster,hands,went to ibiza,,,,
9-28-2014_13:4:39,zoe,zoe playdates,chocolate sandwich,nutella,teeth,go skiing in utah,,,,
9-28-2014_13:6:30,isa,bikimg,waffles,toaster,teeth,skiing in lake tahoe,,,,
9-28-2014_13:9:0,Hai,Koala,oatmeal,hot water,wrisy,ran,,,,
9-28-2014_13:11:5,marty,game,coffee,boil water,tip,ate,,,,
9-28-2014_13:13:11,Beth,Exploring the woods,Eggs,Scrambled with tomato,My eyes,Snuggled my bunny,,,,
9-28-2014_13:15:41,iowaka,swimming at the coast,a green smoothie,with lots of green goodness in a blender,my sparkly smile,sailing,,,,
9-28-2014_13:18:13,emma,water polo,toast,lots of cheese,my hair,eating,,,,
9-28-2014_13:20:58,arad,foot ball,,scrambled,eyes,playing with my dad,,,,
9-28-2014_13:23:53,Sabrina,playing fress up,cearel/waffal/bagel,i toast the waffel,hair,app/dessert,,,,
9-28-2014_13:27:46,Chloe,my dolls,cereal/bagels,a bowl with lots of milk and life  cereal,hair,sleepover,,,,
9-28-2014_13:30:5,Rosie,Jumping in leaves,Coffee,Buying it,My freckles,Danced,,,,
9-28-2014_13:31:59,lexi,DISNEY,coffee,brew it,my smile,this,,,,
9-28-2014_13:35:14,raegan,best friend,eggs,mom does,hair,played,,,,
9-28-2014_13:38:47,simone,lollypop,cereal,with mikkiuhj4,butt,carouooussajl,,,,
9-28-2014_13:42:31,samuel,trains,cereal,with milk,foot,played soccer,,,,
9-28-2014_13:45:15,ana,swimming,pancakes,with flour,leg,art,,,,
9-28-2014_13:47:49,elan,animals,toast,toaster,hand,read,,,,
9-28-2014_13:50:40,maya,gymnastics,toast,toast it,hair,laugh,,,,
9-28-2014_13:54:34,opaline,parties,cereal,with milk,eyes,summer,,,,
9-28-2014_13:56:45,elodie,crepes,crepes,nutella,esz,crepes,,,,
9-28-2014_14:0:8,sayaka,dance,toast,toast,hair,dance,,,,
9-28-2014_14:2:17,,park,,park,belly,he danced,,,,
9-28-2014_14:4:39,laila,school,waffles,toaster,hair,went to park,,,,
9-28-2014_14:6:52,kwesi,music,oatmeal,warm water and lots of sugar and milk :),me,y head,,,,
9-28-2014_14:7:25,,,,lost of milk and sugar,my head ,last night :),,,,
9-28-2014_14:9:53,natalia,soccer,oat,eal,with water and fruit,eyes,dance,,,
9-28-2014_14:11:56,julie,the park,nothing,with air,hands,dance,,,,
9-28-2014_14:13:59,julie,the park,nothing,with air,hands,dance,,,,
9-28-2014_14:16:10,Carla,Playing dressup,Toast with Avocado,By mashing the Avocado,Hair,I danced,,,,
9-28-2014_14:18:11,ivy,barbie,oatmeal,boil it,nose,kiss malu,,,,
9-28-2014_14:20:50,Matt,Phenomenality,Purple,Bats?,powerwalking,Peed,,,,
9-28-2014_14:22:27,francesca,barbie,yogurt,me,occhi,mattia,,,,
9-28-2014_14:24:15,COdy ,Food,cereal,slowly,lips,Saw ariana,,,,
9-28-2014_14:26:10,vid,play,sandwich,well,hands,smile,,,,
9-28-2014_14:28:27,stevan,watch,a sandwich,delicious,l,,,,,
9-28-2014_14:30:35,shiyi,ro,apple,wash it,mouth,now,,,,
9-28-2014_14:34:14,silvia,piano,cheerios,milk,fingers,jumped,,,,
9-28-2014_14:36:8,nonny,swim,cocoa pops,with milk,eyes,smiled,,,,
9-28-2014_14:37:43,ana luiza,to swim,toast,with jelly,my hair,felt the sun,,,,
9-28-2014_14:39:25,ale,the beach,toast,on a toaster,my lips,tequila,,,,
9-28-2014_14:41:47,Ao,beales and sunflowers,seeds,with soy milk,every part,diving with turtles,,,,
9-28-2014_14:43:42,Shengxin,Video game,Oats and honey,Microwave,Neck,Sing on the stage,,,,
9-28-2014_14:45:33,Seymour butts,a butt,butter,butter it,BUTT,rub my butt,,,,
9-28-2014_14:47:12,Abgela,cartoons,oatmeal,with milk,my clavicles,Laugh,,,,
9-28-2014_14:49:6,Lily,butterflies,coffee,with milk and sugar,my lips,cuddled,,,,
9-28-2014_14:51:8,dy,,eggs and baon,sunny side up and crispy,my legs,I danced all night,,,,
9-28-2014_14:53:42,ali,nuttella,nuttella,on bread,my feet,talk,,,,
9-28-2014_14:55:48,caldeb,singing,tea,mil; sigar,eyes,sing on the rain,,,,
9-28-2014_14:59:48,aurore,drawing,oatmeal,with milk,my hand,playing,,,,
9-28-2014_15:3:31,leanne,watching tv,cerael,milk,togue,karate,,,,
9-28-2014_15:6:56,lauren,draw,tea,sugar,heart,dance,,,,
9-28-2014_15:12:37,ava,plaay with my cousin Jaida,ommelete,with eggs and cheese,eyes,played with everyone,,,,
9-28-2014_15:14:59,Jaida,,scrambled eggs,with eggs and cheese,legs,i went to the park,,,,
9-28-2014_15:16:38,keatyn,swimming,yogurt,with love,hair,laughed,,,,
9-28-2014_15:19:1,Kim,My bear CHARLIE,OATMEAL,IN THE MIRCOWAVE,MY HANDS,LAUGHED,,,,
9-28-2014_15:20:43,YOONJO,RUNNING AROUND,TOAST,IN THE TOASTER,NOSE,LOL,,,,
9-28-2014_15:22:30,GINGER,PLAYING WITH SISTERS,VEGETABLES,STEAM,EYES,SINGING,,,,
9-28-2014_15:24:8,LIN,BIKING,BREAD,WITH CHEESE,EYES,HAD GREAT FOOD,,,,
9-28-2014_15:25:47,LORENZ,FOOD,CEREALS,WITH FRUITS,ASS,TWERK,,,,
9-28-2014_15:27:56,WARREN,FISHING FROM GRANNY'S DOCK,EGGS,EVERY WAY IMAGINABLE,BELLY OF COURSE,JUMP FOR JOY,,,,
9-28-2014_15:29:55,MIN,PLAY SUPERHERO,COFFEE,I BUY IT ,BLIND EYES,DANCING!,,,,
9-28-2014_15:31:39,KATIE,HIDE AND SEEK,GRANOLA,WITH FRUIT,EYES,SMILED,,,,
9-28-2014_15:33:16,RICK,EATING,A BAGEL,I BUY IT,BEARD,LAUGHED,,,,
9-28-2014_15:34:58,PETA,MAKING HIBISCUS CROWNS,EGGS,SCRAMBLED,BRAIN,SANG,,,,
9-28-2014_15:36:42,FURAY,SLEEPING,YOGURT,WITH HONEY,HANDS,LOOKED OUT THE WINDOW,,,,
9-28-2014_15:38:35,CHRIST,SING,WHATEVERS IN THE FRIDGE,DOESNT MATTER ITS FOOD,EYES,KISSED,,,,
9-28-2014_15:40:7,JOANNA,DANCING,EGGS,WITH CHEESE,WAIST,HUG,,,,
9-28-2014_15:41:47,SARAH,DISNEY MUSIC,WAFFLES,WITH WHIPPED CREAM AND STRAWBERRIES,MY HAIR,ATE,,,,
9-28-2014_15:44:0,SHANNON,CHIMPANZEES,NOTHING,NA,HANDA,SMILED A LOT,,,,
9-28-2014_15:47:39,ISABELLA,READ,PANCAKES,MY MOM MAKES THEM,LEGS,CARUSSELL,,,,
9-28-2014_15:49:24,JULIA,GO ON THE SWINGS,PANCAKES,I DONT,MY EYES,HUGS,,,,
9-28-2014_15:51:11,amanda,happiness,waffles,toaster,eyes,danced,,,,
9-28-2014_15:52:58,evan,playing lacrosse,eggs and bacon,on a stove,my face,laughed,,,,
9-28-2014_15:54:37,leah,to read by an open window,eggs,boiled,my smile,cried,,,,
9-28-2014_15:56:50,leah,to read by an open window,eggs,boiled,my smile,cried,,,,
9-28-2014_15:58:43,kat,cats,toast with cream cheese,i toast bread and put cream cheese on it,my eyes,played music,,,,
9-28-2014_16:0:50,paula,go to the woods,millet with fruits,boiled millet and put some fruits ,smile,i was dancing,,,,
9-28-2014_16:3:0,sandy,nonnas house,scrambled eggs,with a tiny bit of cheese,eyes,danced like a lunatic,,,,
9-28-2014_16:5:3,joohee,swimming,rice and eggs,cook it?,my hair,sing goofy songs,,,,
9-28-2014_16:7:23,caleb,gorillas,vulture eggs,stealing the eggs and eating them whole,my extra toe,juggled cats,,,,
9-28-2014_16:10:19,patrick,lego,cereals,i throw i,head,scream,,,,
9-28-2014_16:12:59,Dmitry,Swim,Eggs,In a microvave,My Chest,When I fly,,,,
9-28-2014_16:15:25,caitlin,art class,oatmeal,in the microwave,eyes,swimming at the beach,,,,
9-28-2014_16:17:35,talya,horse riding,eggs and salad,fry the eggs and make toast and cut a salad,my hair,sex,,,,
9-28-2014_16:19:44,alicia,barbies,porridge,on the stove,legs,drink,,,,
9-28-2014_16:21:31,Regina,Books,Nothing,I don't have to,My collar bone,cried,,,,
9-28-2014_16:23:34,aika,the forest,cereal,in a bowl,my face,climbed,,,,
9-28-2014_16:25:32,joanna,draawing,coffee,milk no sugar,my smile,laughted,,,,
9-28-2014_16:27:18,emily,the beach,almond milk,plain,my feet,dance,,,,
9-28-2014_16:29:17,vei?,magic,black tea and soy milk,with honey,it changes daily,read candide,,,,
9-28-2014_16:31:33,Jason,Video games,Pretzels,I don't,IDK,Smoked,,,,
9-28-2014_16:33:5,Tammy,crayons,bacon,burnt,ears,ate brisket w mackenzie,,,,
9-28-2014_16:35:6,Mackenzie,My doll,tacos,in the microwave,my nose,I danced,,,,
9-28-2014_16:36:58,talia,playing outside,granola,milky,smile,drank oj,,,,
9-28-2014_16:38:51,Linda,playing with my best friend,ham and egg sandwich,I cook it,my mind,shared a meal with my family and friends,,,,
9-28-2014_16:40:58,Keishan,Watching cartoons,Croissants,I don't?,My eyes,I gave my friend a hug,,,,
9-28-2014_16:42:49,Erin,Riding my bike,Cinnamon raisin bagel,Toast it.,My lips,Spent time with friends.,,,,
9-28-2014_16:44:38,shai,playing with my cousins,egg,scramn,ble,swim in a pool,,,,
9-28-2014_16:46:55,shai,playing with my cousins,egg,scramble,my hair,swin,,,,
9-28-2014_16:48:48,Anthony,My grandparents house,A bagel,With cream cheese,My hair,Kissed my boyfriend,,,,
9-28-2014_16:51:6,Michael,Swimming,Sausage with eggs,too lazy to make so i buy it,My new jaw,When i had real food,,,,
9-28-2014_16:53:0,vanessa,swimming,arepa with eggs,fried,my eyes,danced,,,,
9-28-2014_16:55:9,ana,traveling with my family,eggs,i would tell my mom to make it for me,my hair,laugh like crazy,,,,
9-28-2014_16:57:7,jeremy,the small glass marble i found in my backyard,eggs-- 4 ways,boiled,scrambled,fried,in an omellette,my lips,i laughed myself into the sky,
9-28-2014_16:59:5,Roxana,Rocks,eggs,over easy,eye,sex,,,,
9-28-2014_17:0:46,Yimei,monkey bars,pancakes,pan fry ,legs,boogied,,,,
9-28-2014_17:2:47,pauline,dancing,eggs,order it at a restaurant,legs,played with my niece,,,,
9-28-2014_17:4:43,ivy,dancing,bagels,reheat it,hands,i bought a new guitar,,,,
9-28-2014_17:6:43,keith,playing crocket,eggs,scrambled,eyes,cuddled my fiance in bed,,,,
9-28-2014_17:8:46,reylyn,playing in my backyard,cereal,put it in a bowl,hands,dinner with friends,,,,
9-28-2014_17:10:47,keith merlin anne,drawing,bagel,buy it from the bagel store,eyes,sang,,,,
9-28-2014_17:12:47,Jenny,music,cereal,in milk,hands,hang out with friends,,,,
9-28-2014_17:14:59,beryl,drive a toy car,fruits,cut,eyes,interct with people and get response,,,,
9-28-2014_17:17:2,Kelsey,playing with my siblings,pancakes,flip and flop,my third eye,i dont remember,,,,
9-28-2014_17:18:56,tati,singing,toast,put butter on it,eyes,spoke to my niece,,,,
9-28-2014_17:21:29,duru,playing,toast,i put butter on it,head,goti,,,,
9-28-2014_17:23:19,adriana,candy,yogurt,with fruit,arms,ate ice cream,,,,
9-28-2014_17:25:6,lisa,horses,fruit,raw,arse,sang,,,,
9-28-2014_17:27:7,racha,cartoons,yogurt,unpack it,my smile,i ran,,,,
9-28-2014_17:29:23,maria jose,gifts,toasts,toasting it?,hands,cry,,,,
9-28-2014_17:38:8,Andrea,playing with ,,bread with butter,ask my mom,head,draw,,,
9-28-2014_17:41:25,lisa,hugs,eggs and bread,fried,collar bones,dance,,,,
9-28-2014_17:43:24,gili,turtles,yoghurt with fruits,with a lot of love,fingers,laugh,,,,
9-28-2014_17:45:39,Claudia,playing outside,Arepa,With harina PAN,My legs,Sing at a karaoke,,,,
9-28-2014_17:47:53,kiki liao,sleeping,smoked salmon bagels,no,buy it ,eyes,concert!!!!,,,
9-28-2014_17:50:0,Cedric,Eating,Sleeping,Blanket iy,Belly,Clubbing,,,,
9-28-2014_17:51:35,leah,food,eggs,raw,toe,swim,,,,
9-28-2014_17:53:29,ching,dog,egg,ask my mom,eyes,beer,,,,
9-28-2014_17:55:12,Kate,puppies,chocolate chip pancakes,with care,spleen,had brunch,,,,
9-28-2014_17:57:9,victoria,video games,protein bars,unwrap ,belly,hung with kate,,,,
9-28-2014_17:59:25,jimena,tv,smoothie,blend,he,watch netflix,,,,
9-28-2014_18:1:23,tatianna,boobs,tequila and pizza,off the box on the floor,nipples,my girl mia,,,,
9-28-2014_18:2:55,richie,pick my nose,boogers,i pick it,nose,cocaine,,,,
9-28-2014_18:5:3,tandeka',the rugrats,candy corn and potatoe cho[s\,openimg  my cabinet,my mind,danced,,,,
9-28-2014_18:6:57,yoni,music,egg,i dont,hands,sex,,,,
9-28-2014_18:8:58,sophia,snorkelling,nothing,i sleep in,my imagination,danced,,,,
